0.000	384
0.001	1
0.002	1
0.003	1
0.004	1
0.005	1
0.006	2
0.007	3
0.008	3
0.009	3
0.010	3
0.011	3
0.012	3
0.013	2
0.014	4
0.015	3
0.016	3
0.017	4
0.018	2
0.019	2
0.020	3
0.021	3
0.022	3
0.023	3
0.024	3
0.025	2
0.026	3
0.027	3
0.028	4
0.029	4
0.030	5
0.031	6
0.032	5
0.033	7
0.034	7
0.035	7
0.036	9
0.037	10
0.038	8
0.039	10
0.040	10
0.041	10
0.042	11
0.043	13
0.044	13
0.045	10
0.046	11
0.047	13
0.048	15
0.049	14
0.050	14
0.051	12
0.052	12
0.053	11
0.054	13
0.055	14
0.056	15
0.057	15
0.058	15
0.059	14
0.060	12
0.061	15
0.062	12
0.063	13
0.064	11
0.065	12
0.066	12
0.067	11
0.068	12
0.069	11
0.070	12
0.071	14
0.072	10
0.073	11
0.074	10
0.075	12
0.076	9
0.077	13
0.078	11
0.079	10
0.080	11
0.081	10
0.082	10
0.083	8
0.084	9
0.085	10
0.086	9
0.087	10
0.088	8
0.089	9
0.090	8
0.091	9
0.092	6
0.093	11
0.094	9
0.095	7
0.096	9
0.097	9
0.098	7
0.099	7
0.100	8
0.101	9
0.102	7
0.103	7
0.104	7
0.105	9
0.106	7
0.107	8
0.108	7
0.109	7
0.110	7
0.111	7
0.112	7
0.113	8
0.114	8
0.115	8
0.116	5
0.117	8
0.118	4
0.119	5
0.120	7
0.121	7
0.122	5
0.123	6
0.124	5
0.125	5
0.126	6
0.127	5
0.128	5
0.129	5
0.130	6
0.131	5
0.132	6
0.133	7
0.134	6
0.135	5
0.136	5
0.137	5
0.138	6
0.139	5
0.140	4
0.141	5
0.142	6
0.143	4
0.144	6
0.145	4
0.146	4
0.147	4
0.148	4
0.149	4
0.150	5
0.151	4
0.152	5
0.153	5
0.154	5
0.155	5
0.156	3
0.157	5
0.158	4
0.159	4
0.160	4
0.161	4
0.162	3
0.163	4
0.164	4
0.165	3
0.166	4
0.167	5
0.168	4
0.169	3
0.170	3
0.171	4
0.172	3
0.173	3
0.174	3
0.175	4
0.176	4
0.177	4
0.178	4
0.179	4
0.180	2
0.181	3
0.182	4
0.183	4
0.184	2
0.185	4
0.186	5
0.187	4
0.188	3
0.189	3
0.190	3
0.191	3
0.192	2
0.193	2
0.194	4
0.195	4
0.196	2
0.197	3
0.198	4
0.199	2
0.200	2
0.201	4
0.202	3
0.203	4
0.204	2
0.205	2
0.206	3
0.207	3
0.208	2
0.209	2
0.210	2
0.211	2
0.212	3
0.213	2
0.214	2
0.215	4
0.216	4
0.217	3
0.218	2
0.219	2
0.220	3
0.221	2
0.222	3
0.223	2
0.224	3
0.225	3
0.226	2
0.227	2
0.228	2
0.229	2
0.230	2
0.231	3
0.232	2
0.233	2
0.234	2
0.235	3
0.236	3
0.237	2
0.238	2
0.239	2
0.240	3
0.241	3
0.242	1
0.243	2
0.244	2
0.245	2
0.246	3
0.247	2
0.248	2
0.249	2
0.250	2
0.251	2
0.252	4
0.253	2
0.254	3
0.255	2
0.256	2
0.257	2
0.258	2
0.259	2
0.260	2
0.261	1
0.262	2
0.263	2
0.264	2
0.265	2
0.266	2
0.267	2
0.268	1
0.269	1
0.270	2
0.271	2
0.272	2
0.273	2
0.274	2
0.275	1
0.276	2
0.277	2
0.278	1
0.279	2
0.280	2
0.281	2
0.282	2
0.283	2
0.284	2
0.285	2
0.286	1
0.287	2
0.288	1
0.289	2
0.290	2
0.291	1
0.292	2
0.293	1
0.294	1
0.295	1
0.296	2
0.297	2
0.298	1
0.299	1
0.300	1
0.301	1
0.302	2
0.303	1
0.304	1
0.305	1
0.306	2
0.307	2
0.308	1
0.309	1
0.310	1
0.311	1
0.312	1
0.313	1
0.314	1
0.315	2
0.316	1
0.317	1
0.318	1
0.319	1
0.320	1
0.321	1
0.322	2
0.323	2
0.324	1
0.325	2
0.326	2
0.327	1
0.328	2
0.329	0
0.330	2
0.331	1
0.332	1
0.333	1
0.334	1
0.335	1
0.336	1
0.337	1
0.338	2
0.339	1
0.340	2
0.341	1
0.342	2
0.343	1
0.344	1
0.345	1
0.346	1
0.347	1
0.348	1
0.349	1
0.350	1
0.351	2
0.352	1
0.353	1
0.354	1
0.355	1
0.356	1
0.357	0
0.358	1
0.359	1
0.360	2
0.361	1
0.362	1
0.363	1
0.364	1
0.365	1
0.366	1
0.367	1
0.368	1
0.369	1
0.370	1
0.371	1
0.372	1
0.373	1
0.374	1
0.375	2
0.376	1
0.377	1
0.378	1
0.379	1
0.380	1
0.381	1
0.382	1
0.383	1
0.384	0
0.385	1
0.386	0
0.387	1
0.388	1
0.389	1
0.390	1
0.391	0
0.392	1
0.393	1
0.394	1
0.395	0
0.396	1
0.397	1
0.398	1
0.399	2
0.400	1
0.401	1
0.402	1
0.403	1
0.404	1
0.405	0
0.406	0
0.407	1
0.408	0
0.409	1
0.410	1
0.411	1
0.412	1
0.413	1
0.414	1
0.415	1
0.416	1
0.417	1
0.418	1
0.419	1
0.420	1
0.421	0
0.422	1
0.423	0
0.424	1
0.425	0
0.426	1
0.427	1
0.428	2
0.429	1
0.430	1
0.431	1
0.432	1
0.433	1
0.434	1
0.435	1
0.436	1
0.437	0
0.438	1
0.439	1
0.440	1
0.441	0
0.442	0
0.443	1
0.444	1
0.445	1
0.446	1
0.447	1
0.448	0
0.449	1
0.450	0
0.451	1
0.452	1
0.453	1
0.454	0
0.455	0
0.456	0
0.457	1
0.458	1
0.459	1
0.460	0
0.461	0
0.462	1
0.463	1
0.464	1
0.465	1
0.466	0
0.467	1
0.468	1
0.469	1
0.470	1
0.471	1
0.472	1
0.473	0
0.474	0
0.475	0
0.476	1
0.477	0
0.478	0
0.479	0
0.480	0
0.481	1
0.482	1
0.483	0
0.484	0
0.485	1
0.486	1
0.487	0
0.488	1
0.489	0
0.490	0
0.491	1
0.492	0
0.493	0
0.494	0
0.495	1
0.496	1
0.497	1
0.498	0
0.499	1
0.500	1
0.501	0
0.502	0
0.503	1
0.504	1
0.505	0
0.506	0
0.507	0
0.508	1
0.509	0
0.510	1
0.511	1
0.512	1
0.513	0
0.514	0
0.515	0
0.516	1
0.517	1
0.518	0
0.519	0
0.520	1
0.521	1
0.522	1
0.523	0
0.524	1
0.525	0
0.526	0
0.527	1
0.528	1
0.529	0
0.530	1
0.531	1
0.532	0
0.533	1
0.534	0
0.535	1
0.536	0
0.537	1
0.538	0
0.539	0
0.540	0
0.541	0
0.542	0
0.543	0
0.544	1
0.545	0
0.546	0
0.547	1
0.548	0
0.549	1
0.550	0
0.551	1
0.552	1
0.553	0
0.554	1
0.555	0
0.556	1
0.557	0
0.558	0
0.559	0
0.560	0
0.561	0
0.562	0
0.563	0
0.564	0
0.565	0
0.566	0
0.567	0
0.568	0
0.569	0
0.570	1
0.571	0
0.572	0
0.573	1
0.574	1
0.575	1
0.576	1
0.577	0
0.578	0
0.579	0
0.580	0
0.581	0
0.582	0
0.583	0
0.584	1
0.585	1
0.586	0
0.587	1
0.588	1
0.589	0
0.590	0
0.591	0
0.592	1
0.593	1
0.594	1
0.595	1
0.596	1
0.597	0
0.598	1
0.599	0
0.600	0
0.601	1
0.602	1
0.603	0
0.604	0
0.605	0
0.606	0
0.607	0
0.608	1
0.609	1
0.610	0
0.611	0
0.612	0
0.613	0
0.614	0
0.615	0
0.616	1
0.617	1
0.618	0
0.619	0
0.620	0
0.621	0
0.622	1
0.623	1
0.624	0
0.625	0
0.626	1
0.627	0
0.628	1
0.629	0
0.630	0
0.631	1
0.632	0
0.633	0
0.634	0
0.635	0
0.636	0
0.637	0
0.638	0
0.639	1
0.640	0
0.641	0
0.642	0
0.643	0
0.644	1
0.645	1
0.646	0
0.647	0
0.648	0
0.649	0
0.650	0
0.651	0
0.652	0
0.653	0
0.654	0
0.655	0
0.656	0
0.657	1
0.658	0
0.659	1
0.660	0
0.661	0
0.662	0
0.663	0
0.664	1
0.665	0
0.666	0
0.667	0
0.668	0
0.669	0
0.670	0
0.671	0
0.672	0
0.673	1
0.674	0
0.675	0
0.676	1
0.677	0
0.678	1
0.679	0
0.680	0
0.681	0
0.682	0
0.683	0
0.684	0
0.685	0
0.686	0
0.687	0
0.688	0
0.689	0
0.690	0
0.691	1
0.692	0
0.693	0
0.694	0
0.695	0
0.696	0
0.697	0
0.698	0
0.699	0
0.700	0
0.701	0
0.702	0
0.703	0
0.704	0
0.705	0
0.706	0
0.707	1
0.708	0
0.709	0
0.710	1
0.711	1
0.712	0
0.713	0
0.714	0
0.715	0
0.716	0
0.717	0
0.718	0
0.719	1
0.720	0
0.721	0
0.722	0
0.723	0
0.724	0
0.725	0
0.726	0
0.727	0
0.728	0
0.729	0
0.730	0
0.731	0
0.732	0
0.733	0
0.734	0
0.735	0
0.736	0
0.737	0
0.738	1
0.739	0
0.740	0
0.741	0
0.742	0
0.743	0
0.744	0
0.745	0
0.746	0
0.747	0
0.748	0
0.749	0
0.750	0
0.751	0
0.752	0
0.753	1
0.754	1
0.755	0
0.756	1
0.757	1
0.758	0
0.759	0
0.760	1
0.761	0
0.762	0
0.763	0
0.764	0
0.765	0
0.766	0
0.767	0
0.768	0
0.769	0
0.770	0
0.771	0
0.772	0
0.773	0
0.774	0
0.775	0
0.776	1
0.777	0
0.778	0
0.779	1
0.780	0
0.781	0
0.782	0
0.783	0
0.784	0
0.785	1
0.786	0
0.787	0
0.788	0
0.789	0
0.790	0
0.791	0
0.792	0
0.793	0
0.794	0
0.795	0
0.796	0
0.797	0
0.798	1
0.799	0
0.800	1
0.801	1
0.802	0
0.803	0
0.804	0
0.805	0
0.806	0
0.807	0
0.808	0
0.809	0
0.810	0
0.811	0
0.812	0
0.813	0
0.814	0
0.815	0
0.816	0
0.817	0
0.818	0
0.819	0
0.820	0
0.821	0
0.822	0
0.823	1
0.824	0
0.825	0
0.826	0
0.827	0
0.828	1
0.829	0
0.830	0
0.831	0
0.832	0
0.833	0
0.834	0
0.835	0
0.836	0
0.837	1
0.838	0
0.839	0
0.840	0
0.841	0
0.842	0
0.843	1
0.844	0
0.845	0
0.846	0
0.847	0
0.848	0
0.849	0
0.850	0
0.851	0
0.852	0
0.853	1
0.854	1
0.855	0
0.856	0
0.857	1
0.858	0
0.859	0
0.860	0
0.861	1
0.862	0
0.863	0
0.864	0
0.865	1
0.866	0
0.867	1
0.868	0
0.869	0
0.870	0
0.871	1
0.872	0
0.873	0
0.874	0
0.875	0
0.876	0
0.877	0
0.878	1
0.879	0
0.880	0
0.881	0
0.882	0
0.883	0
0.884	0
0.885	0
0.886	0
0.887	0
0.888	0
0.889	1
0.890	0
0.891	0
0.892	0
0.893	0
0.894	0
0.895	0
0.896	0
0.897	0
0.898	0
0.899	0
0.900	0
0.901	0
0.902	0
0.903	0
0.904	0
0.905	0
0.906	0
0.907	0
0.908	0
0.909	0
0.910	1
0.911	0
0.912	0
0.913	0
0.914	0
0.915	0
0.916	1
0.917	0
0.918	0
0.919	0
0.920	0
0.921	0
0.922	0
0.923	1
0.924	0
0.925	0
0.926	0
0.927	0
0.928	0
0.929	0
0.930	0
0.931	1
0.932	0
0.933	1
0.934	0
0.935	0
0.936	0
0.937	0
0.938	1
0.939	0
0.940	0
0.941	0
0.942	0
0.943	1
0.944	0
0.945	0
0.946	0
0.947	1
0.948	0
0.949	0
0.950	1
0.951	1
0.952	0
0.953	0
0.954	0
0.955	0
0.956	0
0.957	0
0.958	0
0.959	0
0.960	0
0.961	0
0.962	0
0.963	0
0.964	0
0.965	0
0.966	0
0.967	0
0.968	0
0.969	0
0.970	0
0.971	0
0.972	0
0.973	0
0.974	0
0.975	0
0.976	1
0.977	0
0.978	0
0.979	0
0.980	0
0.981	0
0.982	0
0.983	0
0.984	0
0.985	0
0.986	0
0.987	0
0.988	1
0.989	0
0.990	0
0.991	0
0.992	0
0.993	0
0.994	0
0.995	0
0.996	0
0.997	0
0.998	0
0.999	0
1.000	1
1.001	0
1.002	0
1.003	0
1.004	0
1.005	0
1.006	0
1.007	0
1.008	0
1.009	0
1.010	0
1.011	0
1.012	0
1.013	0
1.014	0
1.015	1
1.016	0
1.017	0
1.018	1
1.019	0
1.020	0
1.021	0
1.022	0
1.023	0
1.024	0
1.025	0
1.026	0
1.027	0
1.028	0
1.029	0
1.030	0
1.031	0
1.032	0
1.033	0
1.034	0
1.035	0
1.036	0
1.037	1
1.038	0
1.039	0
1.040	0
1.041	0
1.042	0
1.043	0
1.044	0
1.045	0
1.046	0
1.047	0
1.048	0
1.049	1
1.050	0
1.051	1
1.052	0
1.053	0
1.054	0
1.055	0
1.056	0
1.057	0
1.058	1
1.059	0
1.060	0
1.061	0
1.062	0
1.063	0
1.064	0
1.065	0
1.066	0
1.067	0
1.068	0
1.069	0
1.070	0
1.071	0
1.072	0
1.073	0
1.074	0
1.075	0
1.076	0
1.077	0
1.078	0
1.079	0
1.080	0
1.081	0
1.082	1
1.083	0
1.084	0
1.085	0
1.086	0
1.087	0
1.088	0
1.089	0
1.090	0
1.091	0
1.092	0
1.093	0
1.094	0
1.095	1
1.096	0
1.097	0
1.098	0
1.099	0
1.100	0
1.101	0
1.102	0
1.103	0
1.104	0
1.105	0
1.106	0
1.107	0
1.108	0
1.109	0
1.110	0
1.111	0
1.112	0
1.113	0
1.114	0
1.115	0
1.116	0
1.117	0
1.118	0
1.119	0
1.120	0
1.121	0
1.122	0
1.123	0
1.124	0
1.125	0
1.126	0
1.127	0
1.128	0
1.129	0
1.130	0
1.131	1
1.132	0
1.133	1
1.134	0
1.135	0
1.136	0
1.137	0
1.138	0
1.139	0
1.140	0
1.141	0
1.142	0
1.143	0
1.144	0
1.145	0
1.146	0
1.147	1
1.148	0
1.149	0
1.150	0
1.151	0
1.152	0
1.153	1
1.154	0
1.155	0
1.156	0
1.157	0
1.158	0
1.159	0
1.160	0
1.161	0
1.162	0
1.163	0
1.164	0
1.165	0
1.166	0
1.167	0
1.168	0
1.169	0
1.170	0
1.171	0
1.172	0
1.173	0
1.174	0
1.175	0
1.176	0
1.177	0
1.178	0
1.179	0
1.180	0
1.181	0
1.182	0
1.183	0
1.184	1
1.185	0
1.186	0
1.187	0
1.188	0
1.189	0
1.190	0
1.191	0
1.192	0
1.193	1
1.194	0
1.195	0
1.196	0
1.197	0
1.198	0
1.199	0
1.200	0
1.201	0
1.202	1
1.203	0
1.204	0
1.205	0
1.206	0
1.207	0
1.208	0
1.209	0
1.210	0
1.211	1
1.212	0
1.213	0
1.214	0
1.215	0
1.216	1
1.217	0
1.218	0
1.219	0
1.220	0
1.221	0
1.222	0
1.223	0
1.224	0
1.225	0
1.226	0
1.227	0
1.228	0
1.229	0
1.230	0
1.231	0
1.232	0
1.233	0
1.234	0
1.235	0
1.236	1
1.237	1
1.238	0
1.239	0
1.240	0
1.241	0
1.242	0
1.243	0
1.244	0
1.245	0
1.246	0
1.247	0
1.248	0
1.249	0
1.250	0
1.251	0
1.252	0
1.253	0
1.254	0
1.255	0
1.256	0
1.257	0
1.258	0
1.259	0
1.260	0
1.261	0
1.262	0
1.263	0
1.264	0
1.265	0
1.266	0
1.267	0
1.268	0
1.269	0
1.270	0
1.271	0
1.272	0
1.273	0
1.274	0
1.275	0
1.276	0
1.277	0
1.278	0
1.279	0
1.280	0
1.281	0
1.282	0
1.283	0
1.284	0
1.285	0
1.286	0
1.287	0
1.288	0
1.289	0
1.290	0
1.291	0
1.292	0
1.293	0
1.294	0
1.295	0
1.296	0
1.297	0
1.298	0
1.299	0
1.300	0
1.301	0
1.302	0
1.303	0
1.304	0
1.305	0
1.306	0
1.307	0
1.308	0
1.309	0
1.310	0
1.311	0
1.312	0
1.313	0
1.314	0
1.315	0
1.316	0
1.317	0
1.318	0
1.319	0
1.320	0
1.321	0
1.322	0
1.323	0
1.324	0
1.325	0
1.326	0
1.327	0
1.328	0
1.329	0
1.330	0
1.331	0
1.332	0
1.334	0
1.335	0
1.336	0
1.337	0
1.338	0
1.339	0
1.340	0
1.341	0
1.342	0
1.343	0
1.344	0
1.345	0
1.346	0
1.347	0
1.348	0
1.349	0
1.350	0
1.351	0
1.352	0
1.353	0
1.354	0
1.355	0
1.356	0
1.357	0
1.358	0
1.359	0
1.360	0
1.361	0
1.362	0
1.363	0
1.364	0
1.365	0
1.366	0
1.367	0
1.368	0
1.369	0
1.370	0
1.371	0
1.372	0
1.373	0
1.374	0
1.375	0
1.376	0
1.377	0
1.378	0
1.379	0
1.380	0
1.381	0
1.382	0
1.383	0
1.384	0
1.385	0
1.386	0
1.387	0
1.388	0
1.389	0
1.390	0
1.391	0
1.392	0
1.393	0
1.394	0
1.395	0
1.396	0
1.397	0
1.398	0
1.399	0
1.400	0
1.401	0
1.402	0
1.403	0
1.404	0
1.405	0
1.406	0
1.407	0
1.408	0
1.409	0
1.410	0
1.411	0
1.412	0
1.413	0
1.414	0
1.415	0
1.416	0
1.417	0
1.418	0
1.419	0
1.420	0
1.421	0
1.422	0
1.423	0
1.424	0
1.425	0
1.426	0
1.427	0
1.428	0
1.429	0
1.430	0
1.431	0
1.432	0
1.433	0
1.434	0
1.435	0
1.436	0
1.437	0
1.438	0
1.439	0
1.440	0
1.441	0
1.442	0
1.443	0
1.444	0
1.445	0
1.446	0
1.447	0
1.448	0
1.449	0
1.450	0
1.451	0
1.452	0
1.453	0
1.454	0
1.455	0
1.456	0
1.457	0
1.458	0
1.459	0
1.460	0
1.461	0
1.462	83
1.463	0
1.464	0
1.465	0
1.466	0
1.467	0
1.468	0
1.469	0
1.470	0
1.471	0
1.472	0
1.473	0
1.474	0
1.475	0
1.476	0
1.477	0
1.478	0
1.479	0
1.480	0
1.481	0
1.482	0
1.483	0
1.484	0
1.485	0
1.486	0
1.487	0
1.488	0
1.489	0
1.490	0
1.491	0
1.492	0
1.493	0
1.494	0
1.495	0
1.496	0
1.497	0
1.498	0
1.499	0
1.500	0
1.501	0
1.502	0
1.503	0
1.504	0
1.505	0
1.506	0
1.507	0
1.508	0
1.509	0
1.510	0
1.511	0
1.512	0
1.513	0
1.514	0
1.515	0
1.516	0
1.517	0
1.518	0
1.519	0
1.520	0
1.521	0
1.522	0
1.523	0
1.524	0
1.525	0
1.526	0
1.527	0
1.528	0
1.529	0
1.530	0
1.531	0
1.532	0
1.533	0
1.534	0
1.535	0
1.536	0
1.537	0
1.538	0
1.539	0
1.540	0
1.541	0
1.542	0
1.543	0
1.544	0
1.545	0
1.546	0
1.547	0
1.548	0
1.549	0
1.550	0
1.551	0
1.552	0
1.553	0
1.554	0
1.555	0
1.556	0
1.557	0
1.558	0
1.559	0
1.560	0
1.561	0
1.562	0
1.563	0
1.564	0
1.565	0
1.566	0
1.567	0
1.568	0
1.569	0
1.570	0
1.571	0
1.572	0
1.573	0
1.574	0
1.575	0
1.576	0
1.577	0
1.578	0
1.579	0
1.580	0
1.581	0
1.582	0
1.583	0
1.584	0
1.585	0
1.586	0
1.587	0
1.588	0
1.589	0
1.590	0
1.591	0
1.592	0
1.593	0
1.594	0
1.595	0
1.596	0
1.597	0
1.598	0
1.599	0
1.600	0
1.601	0
1.602	0
1.603	0
1.604	0
1.605	0
1.606	0
1.607	0
1.608	0
1.609	0
1.610	0
1.611	0
1.612	0
1.613	0
1.614	0
1.615	0
1.616	0
1.617	0
1.618	0
1.619	0
1.620	0
1.621	0
1.622	0
1.623	0
1.624	0
1.625	0
1.626	0
1.627	0
1.628	0
1.629	0
1.630	0
1.631	0
1.632	0
1.633	0
1.634	0
1.635	0
1.636	0
1.637	0
1.638	0
1.639	0
1.640	0
1.641	0
1.642	0
1.643	0
1.644	0
1.645	0
1.646	0
1.647	0
1.648	0
1.649	0
1.650	0
1.651	0
1.652	0
1.653	0
1.654	0
1.655	0
1.656	0
1.657	0
1.658	0
1.659	0
1.660	0
1.661	0
1.662	0
1.663	0
1.664	0
1.665	0
1.666	0
1.667	0
1.668	0
1.669	0
1.670	0
1.671	0
1.672	0
1.673	0
1.674	0
1.675	0
1.676	0
1.677	0
1.678	0
1.679	0
1.680	0
1.681	0
1.682	0
1.683	0
1.684	0
1.685	0
1.686	0
1.687	0
1.688	0
1.689	0
1.690	0
1.691	0
1.692	0
1.693	0
1.694	0
1.695	0
1.696	0
1.697	0
1.698	0
1.699	0
1.700	0
1.701	0
1.702	0
1.703	0
1.704	0
1.705	0
1.706	0
1.707	0
1.708	0
1.709	0
1.710	0
1.711	0
1.712	0
1.713	0
1.714	0
1.715	0
1.716	0
1.717	0
1.718	0
1.719	0
1.720	0
1.721	0
1.722	0
1.723	0
1.724	0
1.725	0
1.726	0
1.727	0
1.728	0
1.729	0
1.730	0
1.731	0
1.732	0
1.733	0
1.734	0
1.735	0
1.736	0
1.737	0
1.738	0
1.739	0
1.740	0
1.741	0
1.742	0
1.743	0
1.744	0
1.745	0
1.746	0
1.747	0
1.748	0
1.749	0
1.750	0
1.751	0
1.752	0
1.753	0
1.754	0
1.755	0
1.756	0
1.757	0
1.758	0
1.759	0
1.760	0
1.761	0
1.762	0
1.763	0
1.764	0
1.765	0
1.766	0
1.767	0
1.768	0
1.769	0
1.770	0
1.771	0
1.772	0
1.773	0
1.774	0
1.775	0
1.776	0
1.777	0
1.778	0
1.779	0
1.780	0
1.781	0
1.782	0
1.783	0
1.784	0
